CarID,DealerID,Type,"Stock No",VIN,Year,Make,Model,Body,Trim,ModelNumber,Doors,"Vehicle Exterior Color","Vehicle Interior Color",EngineCylinders,EngineDisplacement,Transmission,Mileage,SellingPrice,"Vehicle Type",MSRP,DateInStock,Drivetrain,CityMPG,HighwayMPG,ImageList,ImageLastUpdated,WebsiteVDPURL
152,AUTO1PR,Hatchback,3N1CP5CV7PL470622,3N1CP5CV7PL470622,2023,nissan,kicks,Hatchback,,,4,BLACK,BLK,1.6,"1.6-L L-4",,5436,27995,"Used Car",,1969-12-31,,5436,,"https://photos.dealerimagepro.com/lib/auto-1-llc-2544/06.09.2023/USED/%28nissan%20-%20kicks%293N1CP5CV7PL470622/3N1CP5CV7PL470622--17.jpg?ver=1686602322,https://photos.dealerimagepro.com/lib/auto-1-llc-2544/06.09.2023/USED/%28nissan%20-%20kicks%293N1CP5CV7PL470622/3N1CP5CV7PL470622--01.jpg?ver=1686602322,https://photos.dealerimagepro.com/lib/auto-1-llc-2544/06.09.2023/USED/%28nissan%20-%20kicks%293N1CP5CV7PL470622/3N1CP5CV7PL470622--22.jpg?ver=1686602322,https://photos.dealerimagepro.com/lib/auto-1-llc-2544/06.09.2023/USED/%28nissan%20-%20kicks%293N1CP5CV7PL470622/3N1CP5CV7PL470622--01.jpg?ver=1686602322,https://photos.dealerimagepro.com/lib/auto-1-llc-2544/06.09.2023/USED/%28nissan%20-%20kicks%293N1CP5CV7PL470622/3N1CP5CV7PL470622--27.jpg?ver=1686602322,https://photos.dealerimagepro.com/lib/auto-1-llc-2544/06.09.2023/USED/%28nissan%20-%20kicks%293N1CP5CV7PL470622/3N1CP5CV7PL470622--01.jpg?ver=1686602322,https://photos.dealerimagepro.com/lib/auto-1-llc-2544/06.09.2023/USED/%28nissan%20-%20kicks%293N1CP5CV7PL4",,https://auto1pr.com/car.php?id=152
153,AUTO1PR,Hatchback,MAJ6S3GL4NC462501,MAJ6S3GL4NC462501,2022,ford,ecosport,Hatchback,,,4,GREY,BLK,2,"2.0-L L-4 DOHC 16V",Automatic,12825,24995,"Used Car",,1969-12-31,,12825,,,,https://auto1pr.com/car.php?id=153
156,AUTO1PR,Wagon,KNDJ23AU1N7832382,KNDJ23AU1N7832382,2022,kia,soul,Wagon,,,4,AZUL,BLK,2,"2.0-L L-4 DOHC 16V",CVT,24720,25995,"Used Car",,1969-12-31,,24720,,"https://photos.dealerimagepro.com/lib/auto-1-llc-2544/06.16.2023/USED/%28kia%20-%20soul%29KNDJ23AU1N7832382/KNDJ23AU1N7832382--21.jpg?ver=1686930506,https://photos.dealerimagepro.com/lib/auto-1-llc-2544/06.16.2023/USED/%28kia%20-%20soul%29KNDJ23AU1N7832382/KNDJ23AU1N7832382--01.jpg?ver=1686930506,https://photos.dealerimagepro.com/lib/auto-1-llc-2544/06.16.2023/USED/%28kia%20-%20soul%29KNDJ23AU1N7832382/KNDJ23AU1N7832382--26.jpg?ver=1686930506,https://photos.dealerimagepro.com/lib/auto-1-llc-2544/06.16.2023/USED/%28kia%20-%20soul%29KNDJ23AU1N7832382/KNDJ23AU1N7832382--01.jpg?ver=1686930506,https://photos.dealerimagepro.com/lib/auto-1-llc-2544/06.16.2023/USED/%28kia%20-%20soul%29KNDJ23AU1N7832382/KNDJ23AU1N7832382--32.jpg?ver=1686930506,https://photos.dealerimagepro.com/lib/auto-1-llc-2544/06.16.2023/USED/%28kia%20-%20soul%29KNDJ23AU1N7832382/KNDJ23AU1N7832382--01.jpg?ver=1686930506,https://photos.dealerimagepro.com/lib/auto-1-llc-2544/06.16.2023/USED/%28kia%20-%20soul%29KNDJ23AU1N7832382/KNDJ23AU1N7832382--03.",,https://auto1pr.com/car.php?id=156
159,AUTO1PR,"Pickup Truck Truck",3FTTW8E91NRA46882,3FTTW8E91NRA46882,2022,ford,maverick,"Pickup Truck Truck",,,4,BLANCO,BLK,2.5,"2.5-L L-4 DOHC 16V",Automatic,12527,30995,"Used Car",,1969-12-31,,12527,,,,https://auto1pr.com/car.php?id=159
160,AUTO1PR,"Sport Utility Vehicle",1FMEE5DP7NLB00903,1FMEE5DP7NLB00903,2022,ford,bronco,"Sport Utility Vehicle",,,4,AZUL,BLK,2.7,"2.7-L V-6 DOHC 24V",Manual,5077,59995,"Used Car",,1969-12-31,,5077,,"https://photos.dealerimagepro.com/lib/auto-1-llc-2544/06.16.2023/USED/%28ford%20-%20bronco%291FMEE5DP7NLB00903/1FMEE5DP7NLB00903--36.jpg?ver=1686950640,https://photos.dealerimagepro.com/lib/auto-1-llc-2544/06.16.2023/USED/%28ford%20-%20bronco%291FMEE5DP7NLB00903/1FMEE5DP7NLB00903--01.jpg?ver=1686950640,https://photos.dealerimagepro.com/lib/auto-1-llc-2544/06.16.2023/USED/%28ford%20-%20bronco%291FMEE5DP7NLB00903/1FMEE5DP7NLB00903--05.jpg?ver=1686950640,https://photos.dealerimagepro.com/lib/auto-1-llc-2544/06.16.2023/USED/%28ford%20-%20bronco%291FMEE5DP7NLB00903/1FMEE5DP7NLB00903--01.jpg?ver=1686950640,https://photos.dealerimagepro.com/lib/auto-1-llc-2544/06.16.2023/USED/%28ford%20-%20bronco%291FMEE5DP7NLB00903/1FMEE5DP7NLB00903--10.jpg?ver=1686950640,https://photos.dealerimagepro.com/lib/auto-1-llc-2544/06.16.2023/USED/%28ford%20-%20bronco%291FMEE5DP7NLB00903/1FMEE5DP7NLB00903--01.jpg?ver=1686950640,https://photos.dealerimagepro.com/lib/auto-1-llc-2544/06.16.2023/USED/%28ford%20-%20bronco%291FMEE5DP7NLB00903/1",,https://auto1pr.com/car.php?id=160
161,AUTO1PR,"Pickup Truck Truck",5TFRX5GN0LX165625,5TFRX5GN0LX165625,2020,toyota,tacoma,"Pickup Truck Truck",,,2,GRIS,BLK,2.7,"2.7-L L-4 DOHC 16V",Automatic,28948,29995,"Used Car",,1969-12-31,,28948,,"https://photos.dealerimagepro.com/lib/auto-1-llc-2544/06.24.2023/USED/%28toyota%20-%20tacoma%295TFRX5GN0LX165625%282%29/5TFRX5GN0LX165625--24.jpg?ver=1687639581,https://photos.dealerimagepro.com/lib/auto-1-llc-2544/06.24.2023/USED/%28toyota%20-%20tacoma%295TFRX5GN0LX165625%282%29/5TFRX5GN0LX165625--01.jpg?ver=1687639581,https://photos.dealerimagepro.com/lib/auto-1-llc-2544/06.24.2023/USED/%28toyota%20-%20tacoma%295TFRX5GN0LX165625%282%29/5TFRX5GN0LX165625--06.jpg?ver=1687639581,https://photos.dealerimagepro.com/lib/auto-1-llc-2544/06.24.2023/USED/%28toyota%20-%20tacoma%295TFRX5GN0LX165625%282%29/5TFRX5GN0LX165625--01.jpg?ver=1687639581,https://photos.dealerimagepro.com/lib/auto-1-llc-2544/06.24.2023/USED/%28toyota%20-%20tacoma%295TFRX5GN0LX165625%282%29/5TFRX5GN0LX165625--11.jpg?ver=1687639581,https://photos.dealerimagepro.com/lib/auto-1-llc-2544/06.24.2023/USED/%28toyota%20-%20tacoma%295TFRX5GN0LX165625%282%29/5TFRX5GN0LX165625--01.jpg?ver=1687639581,https://photos.dealerimagepro.com/lib/auto-1-llc-2544/06.2",,https://auto1pr.com/car.php?id=161
162,AUTO1PR,"Pickup Truck Truck",1N6AD0EV2KN725132,1N6AD0EV2KN725132,2019,nissan,frontier,"Pickup Truck Truck",,,4,NEGRO,BLK,4,"4.0-L V-6 DOHC 24V FFV",Automatic,41697,29995,"Used Car",,1969-12-31,,41697,,"https://photos.dealerimagepro.com/lib/auto-1-llc-2544/06.17.2023/USED/%28nissan%20-%20frontier%291N6AD0EV2KN725132%282%29/1N6AD0EV2KN725132--07.jpg?ver=1687045831,https://photos.dealerimagepro.com/lib/auto-1-llc-2544/06.17.2023/USED/%28nissan%20-%20frontier%291N6AD0EV2KN725132%282%29/1N6AD0EV2KN725132--02.jpg?ver=1687045831",,https://auto1pr.com/car.php?id=162
163,AUTO1PR,"Pickup Truck Truck",1N6ED1EK9NN625675,1N6ED1EK9NN625675,2022,nissan,frontier,"Pickup Truck Truck",,,4,BLANCO,BLK,3.8,"3.8-L V-6 DOHC 24V",Automatic,34573,39995,"Used Car",,1969-12-31,,34573,,,,https://auto1pr.com/car.php?id=163
164,AUTO1PR,"Sport Utility Vehicle",KNDEP2AA6N7318711,KNDEP2AA6N7318711,2022,kia,seltos,"Sport Utility Vehicle",,,4,AZUL,BLK,2,"2.0-L L-4 DOHC 16V","Auto-Shift Manual w/OD",26555,27995,"Used Car",,1969-12-31,,26555,,"https://photos.dealerimagepro.com/lib/auto-1-llc-2544/06.23.2023/USED/%28kia%20-%20seltos%29KNDEP2AA6N7318711%283%29/KNDEP2AA6N7318711--20.jpg?ver=1687536016,https://photos.dealerimagepro.com/lib/auto-1-llc-2544/06.23.2023/USED/%28kia%20-%20seltos%29KNDEP2AA6N7318711%283%29/KNDEP2AA6N7318711--01.jpg?ver=1687536016,https://photos.dealerimagepro.com/lib/auto-1-llc-2544/06.23.2023/USED/%28kia%20-%20seltos%29KNDEP2AA6N7318711%283%29/KNDEP2AA6N7318711--06.jpg?ver=1687536016,https://photos.dealerimagepro.com/lib/auto-1-llc-2544/06.23.2023/USED/%28kia%20-%20seltos%29KNDEP2AA6N7318711%283%29/KNDEP2AA6N7318711--01.jpg?ver=1687536016,https://photos.dealerimagepro.com/lib/auto-1-llc-2544/06.23.2023/USED/%28kia%20-%20seltos%29KNDEP2AA6N7318711%283%29/KNDEP2AA6N7318711--25.jpg?ver=1687536016,https://photos.dealerimagepro.com/lib/auto-1-llc-2544/06.23.2023/USED/%28kia%20-%20seltos%29KNDEP2AA6N7318711%283%29/KNDEP2AA6N7318711--01.jpg?ver=1687536016,https://photos.dealerimagepro.com/lib/auto-1-llc-2544/06.23.2023/USED/%28kia",,https://auto1pr.com/car.php?id=164
165,AUTO1PR,Van,NM0LS7E74M1504358,NM0LS7E74M1504358,2021,ford,"transit connect",Van,,,,CREMA,BLK,2.5,"2.5-L L-4 DOHC 16V",Automatic,51508,34995,"Used Car",,1969-12-31,,51508,,"https://photos.dealerimagepro.com/lib/auto-1-llc-2544/06.23.2023/USED/%28ford%20-%20transit%20connect%29NM0LS7E74M1504358%282%29/NM0LS7E74M1504358--33.jpg?ver=1687535701,https://photos.dealerimagepro.com/lib/auto-1-llc-2544/06.23.2023/USED/%28ford%20-%20transit%20connect%29NM0LS7E74M1504358%282%29/NM0LS7E74M1504358--01.jpg?ver=1687535701,https://photos.dealerimagepro.com/lib/auto-1-llc-2544/06.23.2023/USED/%28ford%20-%20transit%20connect%29NM0LS7E74M1504358%282%29/NM0LS7E74M1504358--04.jpg?ver=1687535701,https://photos.dealerimagepro.com/lib/auto-1-llc-2544/06.23.2023/USED/%28ford%20-%20transit%20connect%29NM0LS7E74M1504358%282%29/NM0LS7E74M1504358--01.jpg?ver=1687535701,https://photos.dealerimagepro.com/lib/auto-1-llc-2544/06.23.2023/USED/%28ford%20-%20transit%20connect%29NM0LS7E74M1504358%282%29/NM0LS7E74M1504358--09.jpg?ver=1687535701,https://photos.dealerimagepro.com/lib/auto-1-llc-2544/06.23.2023/USED/%28ford%20-%20transit%20connect%29NM0LS7E74M1504358%282%29/NM0LS7E74M1504358--01.jpg?ver=1687535701,http",,https://auto1pr.com/car.php?id=165
166,AUTO1PR,Sedan,3KPC24A65NE158642,3KPC24A65NE158642,2022,hyundai,accent,Sedan,,,4,AZUL,BLK,1.6,"1.6-L L-4 DOHC 16V",Automatic,,24995,"Used Car",,1969-12-31,,,,"https://photos.dealerimagepro.com/lib/auto-1-llc-2544/06.25.2023/USED/%28hyundai%20-%20accent%293KPC24A65NE158642/3KPC24A65NE158642--27.jpg?ver=1687755337,https://photos.dealerimagepro.com/lib/auto-1-llc-2544/06.25.2023/USED/%28hyundai%20-%20accent%293KPC24A65NE158642/3KPC24A65NE158642--01.jpg?ver=1687755337,https://photos.dealerimagepro.com/lib/auto-1-llc-2544/06.25.2023/USED/%28hyundai%20-%20accent%293KPC24A65NE158642/3KPC24A65NE158642--08.jpg?ver=1687755337,https://photos.dealerimagepro.com/lib/auto-1-llc-2544/06.25.2023/USED/%28hyundai%20-%20accent%293KPC24A65NE158642/3KPC24A65NE158642--01.jpg?ver=1687755337,https://photos.dealerimagepro.com/lib/auto-1-llc-2544/06.25.2023/USED/%28hyundai%20-%20accent%293KPC24A65NE158642/3KPC24A65NE158642--33.jpg?ver=1687755337,https://photos.dealerimagepro.com/lib/auto-1-llc-2544/06.25.2023/USED/%28hyundai%20-%20accent%293KPC24A65NE158642/3KPC24A65NE158642--01.jpg?ver=1687755337,https://photos.dealerimagepro.com/lib/auto-1-llc-2544/06.25.2023/USED/%28hyundai%20-%20accent%",,https://auto1pr.com/car.php?id=166
167,AUTO1PR,Hatchback,ML32AUHJ1MH000285,ML32AUHJ1MH000285,2021,mitsubishi,mirage,Hatchback,,,5,ROJO,BLK,1.2,"1.2-L L-3 DOHC",CVT,7798,16995,"Used Car",,1969-12-31,,7798,,"https://photos.dealerimagepro.com/lib/auto-1-llc-2544/06.25.2023/USED/%28mitsubishi%20-%20mirage%29ML32AUHJ1MH000285/ML32AUHJ1MH000285--10.jpg?ver=1687787169,https://photos.dealerimagepro.com/lib/auto-1-llc-2544/06.25.2023/USED/%28mitsubishi%20-%20mirage%29ML32AUHJ1MH000285/ML32AUHJ1MH000285--01.jpg?ver=1687787169,https://photos.dealerimagepro.com/lib/auto-1-llc-2544/06.25.2023/USED/%28mitsubishi%20-%20mirage%29ML32AUHJ1MH000285/ML32AUHJ1MH000285--16.jpg?ver=1687787169,https://photos.dealerimagepro.com/lib/auto-1-llc-2544/06.25.2023/USED/%28mitsubishi%20-%20mirage%29ML32AUHJ1MH000285/ML32AUHJ1MH000285--01.jpg?ver=1687787169,https://photos.dealerimagepro.com/lib/auto-1-llc-2544/06.25.2023/USED/%28mitsubishi%20-%20mirage%29ML32AUHJ1MH000285/ML32AUHJ1MH000285--21.jpg?ver=1687787169,https://photos.dealerimagepro.com/lib/auto-1-llc-2544/06.25.2023/USED/%28mitsubishi%20-%20mirage%29ML32AUHJ1MH000285/ML32AUHJ1MH000285--01.jpg?ver=1687787169,https://photos.dealerimagepro.com/lib/auto-1-llc-2544/06.25.2023/USED/%28mit",,https://auto1pr.com/car.php?id=167
170,AUTO1PR,Hatchback,3MDDJBBV0KM313409,3MDDJBBV0KM313409,2019,mazda,mazda2,Hatchback,,,4,GRIS,BLK,1.5,"1.5-L L-4 DOHC 16V",Automatic,11965,17995,"Used Car",,1969-12-31,,11965,,,,https://auto1pr.com/car.php?id=170
171,AUTO1PR,"Sport Utility Vehicle",3C4NJCBBXNT167088,3C4NJCBBXNT167088,2022,jeep,compass,"Sport Utility Vehicle",,,4,BLK,BLK,2.4,"2.4-L L-4 DOHC 16V",Manual,2362,28995,"Used Car",,1969-12-31,,2362,,"https://photos.dealerimagepro.com/lib/auto-1-llc-2544/06.24.2023/USED/%28jeep%20-%20compass%293C4NJCBBXNT167088%282%29/3C4NJCBBXNT167088--22.jpg?ver=1687802214,https://photos.dealerimagepro.com/lib/auto-1-llc-2544/06.24.2023/USED/%28jeep%20-%20compass%293C4NJCBBXNT167088%282%29/3C4NJCBBXNT167088--01.jpg?ver=1687802214,https://photos.dealerimagepro.com/lib/auto-1-llc-2544/06.24.2023/USED/%28jeep%20-%20compass%293C4NJCBBXNT167088%282%29/3C4NJCBBXNT167088--27.jpg?ver=1687802214,https://photos.dealerimagepro.com/lib/auto-1-llc-2544/06.24.2023/USED/%28jeep%20-%20compass%293C4NJCBBXNT167088%282%29/3C4NJCBBXNT167088--01.jpg?ver=1687802214,https://photos.dealerimagepro.com/lib/auto-1-llc-2544/06.24.2023/USED/%28jeep%20-%20compass%293C4NJCBBXNT167088%282%29/3C4NJCBBXNT167088--33.jpg?ver=1687802214,https://photos.dealerimagepro.com/lib/auto-1-llc-2544/06.24.2023/USED/%28jeep%20-%20compass%293C4NJCBBXNT167088%282%29/3C4NJCBBXNT167088--01.jpg?ver=1687802214,https://photos.dealerimagepro.com/lib/auto-1-llc-2544/06.24.2023",,https://auto1pr.com/car.php?id=171
172,AUTO1PR,"Sport Utility Vehicle",3C4NJCBB4NT113110,3C4NJCBB4NT113110,2022,jeep,compass,"Sport Utility Vehicle",,,4,Azul,BLK,2.4,"2.4-L L-4 DOHC 16V",Manual,3547,28995,"Used Car",,1969-12-31,,3547,,,,https://auto1pr.com/car.php?id=172
173,AUTO1PR,Hatchback,3HGGK5H42LM702840,3HGGK5H42LM702840,2020,honda,fit,Hatchback,,,4,Blanco,BLK,1.5,"1.5-L L-4 SOHC 16V",CVT,30992,18995,"Used Car",,1969-12-31,,30992,,"https://photos.dealerimagepro.com/lib/auto-1-llc-2544/06.25.2023/USED/%28honda%20-%20fit%293HGGK5H42LM702840%282%29/3HGGK5H42LM702840--07.jpg?ver=1687777321,https://photos.dealerimagepro.com/lib/auto-1-llc-2544/06.25.2023/USED/%28honda%20-%20fit%293HGGK5H42LM702840%282%29/3HGGK5H42LM702840--01.jpg?ver=1687777321",,https://auto1pr.com/car.php?id=173
174,AUTO1PR,Sedan,3MYDLBYV2LY710646,3MYDLBYV2LY710646,2020,toyota,yaris,Sedan,,,4,WHITE,BLK,1.5,"1.5-L L-4 DOHC 16V",Automatic,31093,19995,"Used Car",,1969-12-31,,31093,,"https://photos.dealerimagepro.com/lib/auto-1-llc-2544/06.24.2023/USED/%28Toyota%20-%20Yaris%293MYDLBYV2LY710646/3MYDLBYV2LY710646--30.jpg?ver=1687646334,https://photos.dealerimagepro.com/lib/auto-1-llc-2544/06.24.2023/USED/%28Toyota%20-%20Yaris%293MYDLBYV2LY710646/3MYDLBYV2LY710646--01.jpg?ver=1687646334,https://photos.dealerimagepro.com/lib/auto-1-llc-2544/06.24.2023/USED/%28Toyota%20-%20Yaris%293MYDLBYV2LY710646/3MYDLBYV2LY710646--05.jpg?ver=1687646334,https://photos.dealerimagepro.com/lib/auto-1-llc-2544/06.24.2023/USED/%28Toyota%20-%20Yaris%293MYDLBYV2LY710646/3MYDLBYV2LY710646--01.jpg?ver=1687646334,https://photos.dealerimagepro.com/lib/auto-1-llc-2544/06.24.2023/USED/%28Toyota%20-%20Yaris%293MYDLBYV2LY710646/3MYDLBYV2LY710646--11.jpg?ver=1687646334,https://photos.dealerimagepro.com/lib/auto-1-llc-2544/06.24.2023/USED/%28Toyota%20-%20Yaris%293MYDLBYV2LY710646/3MYDLBYV2LY710646--01.jpg?ver=1687646334,https://photos.dealerimagepro.com/lib/auto-1-llc-2544/06.24.2023/USED/%28Toyota%20-%20Yaris%293MYDLBYV2LY7",,https://auto1pr.com/car.php?id=174
175,AUTO1PR,"Sport Utility Vehicle",5FNYF7H27MB007440,5FNYF7H27MB007440,2021,honda,passport,"Sport Utility Vehicle",,,4,GREY,BLK,3.5,"3.5-L V-6 DOHC 24V",Automatic,36000,33995,"Used Car",,1969-12-31,,36000,,"https://photos.dealerimagepro.com/lib/auto-1-llc-2544/06.24.2023/USED/%28Honda%20-%20Passport%295FNYF7H27MB007440/5FNYF7H27MB007440--05.jpg?ver=1687639597,https://photos.dealerimagepro.com/lib/auto-1-llc-2544/06.24.2023/USED/%28Honda%20-%20Passport%295FNYF7H27MB007440/5FNYF7H27MB007440--01.jpg?ver=1687639597,https://photos.dealerimagepro.com/lib/auto-1-llc-2544/06.24.2023/USED/%28Honda%20-%20Passport%295FNYF7H27MB007440/5FNYF7H27MB007440--10.jpg?ver=1687639597,https://photos.dealerimagepro.com/lib/auto-1-llc-2544/06.24.2023/USED/%28Honda%20-%20Passport%295FNYF7H27MB007440/5FNYF7H27MB007440--01.jpg?ver=1687639597,https://photos.dealerimagepro.com/lib/auto-1-llc-2544/06.24.2023/USED/%28Honda%20-%20Passport%295FNYF7H27MB007440/5FNYF7H27MB007440--16.jpg?ver=1687639597,https://photos.dealerimagepro.com/lib/auto-1-llc-2544/06.24.2023/USED/%28Honda%20-%20Passport%295FNYF7H27MB007440/5FNYF7H27MB007440--01.jpg?ver=1687639597,https://photos.dealerimagepro.com/lib/auto-1-llc-2544/06.24.2023/USED/%28Honda%20-%20Passport%",,https://auto1pr.com/car.php?id=175
